Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Tokens,Filtered_Tokens,Lemmatized_Tokens,Dominant_Topic,Topic_Probability
201,202,204," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ", Nostalgia       ,2018-02-05 15:15:00, MemoryLaneTraveler , Facebook , #Nostalgia #MemoryLane                     ,10.0,20.0, USA          ,2018,2,5,15,"['revisiting', 'old', 'photographs', 'caught', 'in', 'the', 'embrace', 'of', 'nostalgias', 'bittersweet', 'symphony']","['revisiting', 'old', 'photographs', 'caught', 'embrace', 'nostalgias', 'bittersweet', 'symphony']","['revisit', 'old', 'photograph', 'catch', 'embrace', 'nostalgias', 'bittersweet', 'symphony']",2,0.92360306
202,203,205," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ", Ambivalence     ,2022-05-30 11:30:00, MixedFeelings     , Twitter  , #Ambivalence #UncertainChoices             ,12.0,25.0, Canada        ,2022,5,30,11,"['torn', 'between', 'conflicting', 'emotions', 'an', 'ambivalence', 'that', 'paints', 'my', 'decisions', 'in', 'shades', 'of', 'uncertainty']","['torn', 'conflicting', 'emotions', 'ambivalence', 'paints', 'decisions', 'shades', 'uncertainty']","['torn', 'conflict', 'emotion', 'ambivalence', 'paint', 'decision', 'shade', 'uncertainty']",1,0.9242922
203,204,206," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ", Acceptance      ,2023-01-10 16:20:00, ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15.0,30.0, UK           ,2023,1,10,16,"['embracing', 'the', 'ebb', 'and', 'flow', 'of', 'life', 'finding', 'acceptance', 'in', 'the', 'dance', 'of', 'existence']","['embracing', 'ebb', 'flow', 'life', 'finding', 'acceptance', 'dance', 'existence']","['embrace', 'ebb', 'flow', 'life', 'find', 'acceptance', 'dance', 'existence']",3,0.92243135
204,205,207," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ", Determination   ,2020-09-18 13:45:00, ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10.0,20.0, India        ,2020,9,18,13,"['facing', 'challenges', 'headon', 'a', 'determination', 'that', 'fuels', 'the', 'fire', 'within', 'to', 'achieve', 'the', 'impossible']","['facing', 'challenges', 'headon', 'determination', 'fuels', 'fire', 'within', 'achieve', 'impossible']","['face', 'challenge', 'headon', 'determination', 'fuel', 'fire', 'within', 'achieve', 'impossible']",4,0.93870103
205,206,208," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ", Serenity        ,2021-07-03 19:00:00, NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12.0,25.0, Australia    ,2021,7,3,19,"['serenity', 'found', 'in', 'the', 'stillness', 'of', 'nature', 'a', 'tranquil', 'retreat', 'from', 'the', 'chaos', 'of', 'the', 'modern', 'world']","['serenity', 'found', 'stillness', 'nature', 'tranquil', 'retreat', 'chaos', 'modern', 'world']","['serenity', 'find', 'stillness', 'nature', 'tranquil', 'retreat', 'chaos', 'modern', 'world']",4,0.49337527
206,207,209," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", Curiosity       ,2022-10-08 08:15:00, EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20.0,40.0, USA          ,2022,10,8,8,"['curiosity', 'leading', 'me', 'down', 'the', 'rabbit', 'hole', 'of', 'knowledge', 'a', 'perpetual', 'student', 'in', 'lifes', 'classroom']","['curiosity', 'leading', 'rabbit', 'hole', 'knowledge', 'perpetual', 'student', 'lifes', 'classroom']","['curiosity', 'lead', 'rabbit', 'hole', 'knowledge', 'perpetual', 'student', 'life', 'classroom']",5,0.59031534
207,208,210," Floating through the day with an air of indifference, detached from the mundane happenings around. ", Indifference    ,2023-03-22 16:30:00, AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10.0,20.0, Canada        ,2023,3,22,16,"['floating', 'through', 'the', 'day', 'with', 'an', 'air', 'of', 'indifference', 'detached', 'from', 'the', 'mundane', 'happenings', 'around']","['floating', 'day', 'air', 'indifference', 'detached', 'mundane', 'happenings', 'around']","['float', 'day', 'air', 'indifference', 'detach', 'mundane', 'happening', 'around']",4,0.9115601
208,209,211," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", Confusion       ,2021-05-15 11:45:00, ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15.0,30.0, UK            ,2021,5,15,11,"['entangled', 'in', 'the', 'web', 'of', 'thoughts', 'confusion', 'reigning', 'as', 'i', 'navigate', 'the', 'labyrinth', 'of', 'ideas']","['entangled', 'web', 'thoughts', 'confusion', 'reigning', 'navigate', 'labyrinth', 'ideas']","['entangle', 'web', 'thought', 'confusion', 'reign', 'navigate', 'labyrinth', 'idea']",4,0.9115746
209,210,212," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", Numbness        ,2019-12-28 14:30:00, StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8.0,15.0, Australia     ,2019,12,28,14,"['numb', 'to', 'the', 'chaos', 'emotions', 'locked', 'away', 'a', 'stoic', 'facade', 'concealing', 'the', 'inner', 'turmoil']","['numb', 'chaos', 'emotions', 'locked', 'away', 'stoic', 'facade', 'concealing', 'inner', 'turmoil']","['numb', 'chaos', 'emotion', 'lock', 'away', 'stoic', 'facade', 'conceal', 'inner', 'turmoil']",4,0.6908398
210,211,213," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", Melancholy      ,2020-03-01 19:00:00, DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12.0,25.0, India         ,2020,3,1,19,"['melancholy', 'whispers', 'in', 'the', 'breeze', 'a', 'silent', 'conversation', 'with', 'the', 'echoes', 'of', 'forgotten', 'dreams']","['melancholy', 'whispers', 'breeze', 'silent', 'conversation', 'echoes', 'forgotten', 'dreams']","['melancholy', 'whisper', 'breeze', 'silent', 'conversation', 'echo', 'forgotten', 'dream']",2,0.9067019
211,212,214," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", Nostalgia       ,2018-07-10 15:45:00, JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10.0,20.0, Canada        ,2018,7,10,15,"['stumbling', 'upon', 'an', 'old', 'journal', 'nostalgia', 'flooding', 'in', 'waves', 'carrying', 'me', 'to', 'moments', 'long', 'gone']","['stumbling', 'upon', 'old', 'journal', 'nostalgia', 'flooding', 'waves', 'carrying', 'moments', 'long', 'gone']","['stumble', 'upon', 'old', 'journal', 'nostalgia', 'flood', 'wave', 'carry', 'moment', 'long', 'go']",2,0.90671486
212,213,215," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", Ambivalence     ,2022-01-05 10:30:00, ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12.0,25.0, UK            ,2022,1,5,10,"['a', 'tapestry', 'of', 'conflicting', 'feelings', 'weaving', 'through', 'uncertainty', 'caught', 'in', 'the', 'threads', 'of', 'ambivalence']","['tapestry', 'conflicting', 'feelings', 'weaving', 'uncertainty', 'caught', 'threads', 'ambivalence']","['tapestry', 'conflict', 'feeling', 'weave', 'uncertainty', 'catch', 'thread', 'ambivalence']",1,0.50749636
213,214,216," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", Acceptance      ,2021-08-20 16:20:00, SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15.0,30.0, Australia    ,2021,8,20,16,"['embracing', 'the', 'flaws', 'finding', 'acceptance', 'in', 'imperfection', 'a', 'journey', 'towards', 'selflove']","['embracing', 'flaws', 'finding', 'acceptance', 'imperfection', 'journey', 'towards', 'selflove']","['embrace', 'flaw', 'find', 'acceptance', 'imperfection', 'journey', 'towards', 'selflove']",3,0.9224175
214,215,217," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", Determination   ,2019-11-03 13:45:00, DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18.0,35.0, USA          ,2019,11,3,13,"['determination', 'burning', 'like', 'a', 'wildfire', 'overcoming', 'obstacles', 'turning', 'dreams', 'into', 'reality']","['determination', 'burning', 'like', 'wildfire', 'overcoming', 'obstacles', 'turning', 'dreams', 'reality']","['determination', 'burn', 'like', 'wildfire', 'overcome', 'obstacle', 'turn', 'dream', 'reality']",3,0.92239213
215,216,218," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", Serenity        ,2020-04-12 19:30:00, OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25.0,50.0, Canada        ,2020,4,12,19,"['tranquil', 'moments', 'by', 'the', 'ocean', 'serenity', 'washing', 'over', 'a', 'peaceful', 'retreat', 'within', 'the', 'waves', 'embrace']","['tranquil', 'moments', 'ocean', 'serenity', 'washing', 'peaceful', 'retreat', 'within', 'waves', 'embrace']","['tranquil', 'moment', 'ocean', 'serenity', 'wash', 'peaceful', 'retreat', 'within', 'wave', 'embrace']",2,0.9353252
216,217,219," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,2022-04-15 08:45:00, HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22.0,45.0, India         ,2022,4,15,8,"['exploring', 'new', 'horizons', 'with', 'the', 'spark', 'of', 'curiosity', 'an', 'adventurer', 'in', 'the', 'vast', 'landscape', 'of', 'knowledge']","['exploring', 'new', 'horizons', 'spark', 'curiosity', 'adventurer', 'vast', 'landscape', 'knowledge']","['explore', 'new', 'horizon', 'spark', 'curiosity', 'adventurer', 'vast', 'landscape', 'knowledge']",5,0.7455897
217,218,220," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", Indifference    ,2023-02-10 17:00:00, NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9.0,18.0, UK            ,2023,2,10,17,"['drifting', 'through', 'the', 'day', 'with', 'a', 'nonchalant', 'demeanor', 'embracing', 'the', 'art', 'of', 'indifference']","['drifting', 'day', 'nonchalant', 'demeanor', 'embracing', 'art', 'indifference']","['drift', 'day', 'nonchalant', 'demeanor', 'embrace', 'art', 'indifference']",3,0.6586327
218,219,221," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", Confusion       ,2020-08-05 12:15:00, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14.0,28.0, Australia    ,2020,8,5,12,"['wrestling', 'with', 'thoughts', 'a', 'perplexed', 'mind', 'lost', 'in', 'the', 'labyrinth', 'of', 'lifes', 'complexities']","['wrestling', 'thoughts', 'perplexed', 'mind', 'lost', 'labyrinth', 'lifes', 'complexities']","['wrestle', 'thought', 'perplex', 'mind', 'lose', 'labyrinth', 'life', 'complexity']",4,0.60205436
219,220,222," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", Numbness        ,2021-12-01 15:30:00, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10.0,20.0, USA          ,2021,12,1,15,"['immersed', 'in', 'a', 'state', 'of', 'emotional', 'numbness', 'a', 'shield', 'against', 'the', 'storm', 'of', 'daily', 'struggles']","['immersed', 'state', 'emotional', 'numbness', 'shield', 'storm', 'daily', 'struggles']","['immersed', 'state', 'emotional', 'numbness', 'shield', 'storm', 'daily', 'struggle']",2,0.9236134
220,221,223," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,2019-03-25 21:00:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13.0,26.0, Canada        ,2019,3,25,21,"['a', 'melancholic', 'symphony', 'playing', 'in', 'the', 'background', 'the', 'soundtrack', 'of', 'a', 'wistful', 'heart']","['melancholic', 'symphony', 'playing', 'background', 'soundtrack', 'wistful', 'heart']","['melancholic', 'symphony', 'play', 'background', 'soundtrack', 'wistful', 'heart']",2,0.88020414
221,222,224," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,2017-06-18 14:45:00, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12.0,25.0, India         ,2017,6,18,14,"['flipping', 'through', 'the', 'pages', 'of', 'an', 'old', 'yearbook', 'nostalgia', 'painting', 'smiles', 'and', 'tears', 'on', 'my', 'face']","['flipping', 'pages', 'old', 'yearbook', 'nostalgia', 'painting', 'smiles', 'tears', 'face']","['flip', 'page', 'old', 'yearbook', 'nostalgia', 'paint', 'smile', 'tear', 'face']",1,0.93587166
222,223,225," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,2022-07-08 11:30:00, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15.0,30.0, Australia    ,2022,7,8,11,"['torn', 'between', 'opposing', 'emotions', 'an', 'ambivalence', 'that', 'colors', 'my', 'decisions', 'with', 'shades', 'of', 'uncertainty']","['torn', 'opposing', 'emotions', 'ambivalence', 'colors', 'decisions', 'shades', 'uncertainty']","['torn', 'oppose', 'emotion', 'ambivalence', 'color', 'decision', 'shade', 'uncertainty']",1,0.92428994
223,224,226," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,2023-05-15 16:20:00, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18.0,36.0, Canada        ,2023,5,15,16,"['embracing', 'lifes', 'imperfections', 'finding', 'acceptance', 'in', 'the', 'journey', 'scars', 'and', 'all']","['embracing', 'lifes', 'imperfections', 'finding', 'acceptance', 'journey', 'scars']","['embrace', 'lifes', 'imperfection', 'find', 'acceptance', 'journey', 'scar']",3,0.92241883
224,225,227," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,2021-09-10 14:45:00, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20.0,40.0, UK            ,2021,9,10,14,"['a', 'fiery', 'determination', 'burning', 'within', 'fueled', 'by', 'the', 'vision', 'of', 'reaching', 'unparalleled', 'heights']","['fiery', 'determination', 'burning', 'within', 'fueled', 'vision', 'reaching', 'unparalleled', 'heights']","['fiery', 'determination', 'burn', 'within', 'fuel', 'vision', 'reach', 'unparalleled', 'height']",4,0.88643426
225,226,228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,2020-02-28 18:30:00, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25.0,50.0, USA          ,2020,2,28,18,"['basking', 'in', 'the', 'serenity', 'of', 'a', 'quiet', 'forest', 'where', 'the', 'whispers', 'of', 'nature', 'bring', 'peace', 'to', 'the', 'soul']","['basking', 'serenity', 'quiet', 'forest', 'whispers', 'nature', 'bring', 'peace', 'soul']","['bask', 'serenity', 'quiet', 'forest', 'whisper', 'nature', 'bring', 'peace', 'soul']",1,0.944416
226,227,231," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,2023-03-10 16:30:00, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9.0,18.0, India         ,2023,3,10,16,"['indifferent', 'to', 'the', 'noise', 'of', 'the', 'world', 'a', 'silent', 'observer', 'in', 'the', 'midst', 'of', 'lifes', 'cacophony']","['indifferent', 'noise', 'world', 'silent', 'observer', 'midst', 'lifes', 'cacophony']","['indifferent', 'noise', 'world', 'silent', 'observer', 'midst', 'life', 'cacophony']",2,0.5560754
227,228,232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,2021-05-02 11:45:00, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14.0,28.0, Australia    ,2021,5,2,11,"['navigating', 'through', 'the', 'labyrinth', 'of', 'thoughts', 'confusion', 'a', 'constant', 'companion', 'in', 'the', 'maze', 'of', 'ideas']","['navigating', 'labyrinth', 'thoughts', 'confusion', 'constant', 'companion', 'maze', 'ideas']","['navigate', 'labyrinth', 'thought', 'confusion', 'constant', 'companion', 'maze', 'idea']",4,0.9387031
228,229,233," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,2019-10-18 14:30:00, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11.0,22.0, UK            ,2019,10,18,14,"['an', 'impenetrable', 'numbness', 'shields', 'me', 'from', 'the', 'emotional', 'storms', 'a', 'fortress', 'of', 'stoic', 'resilience']","['impenetrable', 'numbness', 'shields', 'emotional', 'storms', 'fortress', 'stoic', 'resilience']","['impenetrable', 'numbness', 'shield', 'emotional', 'storm', 'fortress', 'stoic', 'resilience']",2,0.9067243
229,230,234," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,2020-01-05 20:00:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13.0,26.0, USA          ,2020,1,5,20,"['melancholy', 'painting', 'the', 'world', 'in', 'hues', 'of', 'nostalgia', 'a', 'canvas', 'of', 'bittersweet', 'memories']","['melancholy', 'painting', 'world', 'hues', 'nostalgia', 'canvas', 'bittersweet', 'memories']","['melancholy', 'paint', 'world', 'hue', 'nostalgia', 'canvas', 'bittersweet', 'memory']",5,0.9458081
230,231,235," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,2018-08-10 15:45:00, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12.0,25.0, Canada        ,2018,8,10,15,"['a', 'journey', 'into', 'the', 'past', 'flipping', 'through', 'the', 'pages', 'of', 'an', 'old', 'diary', 'nostalgia', 'taking', 'the', 'lead']","['journey', 'past', 'flipping', 'pages', 'old', 'diary', 'nostalgia', 'taking', 'lead']","['journey', 'past', 'flipping', 'page', 'old', 'diary', 'nostalgia', 'take', 'lead']",3,0.58251727
231,232,236," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,2022-01-15 10:30:00, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15.0,30.0, India         ,2022,1,15,10,"['ambivalence', 'clouding', 'decisions', 'caught', 'in', 'the', 'crossroads', 'of', 'conflicting', 'emotions']","['ambivalence', 'clouding', 'decisions', 'caught', 'crossroads', 'conflicting', 'emotions']","['ambivalence', 'cloud', 'decision', 'catch', 'crossroad', 'conflict', 'emotion']",1,0.9242966
232,233,237," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,2021-07-20 16:20:00, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18.0,36.0, Australia     ,2021,7,20,16,"['embracing', 'imperfections', 'finding', 'acceptance', 'in', 'the', 'mosaic', 'of', 'lifes', 'beautiful', 'chaos']","['embracing', 'imperfections', 'finding', 'acceptance', 'mosaic', 'lifes', 'beautiful', 'chaos']","['embrace', 'imperfection', 'find', 'acceptance', 'mosaic', 'life', 'beautiful', 'chaos']",3,0.6743119
233,234,238," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,2019-12-03 13:45:00, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20.0,40.0, USA          ,2019,12,3,13,"['determination', 'as', 'the', 'driving', 'force', 'propelling', 'me', 'forward', 'on', 'the', 'path', 'to', 'extraordinary', 'achievements']","['determination', 'driving', 'force', 'propelling', 'forward', 'path', 'extraordinary', 'achievements']","['determination', 'drive', 'force', 'propel', 'forward', 'path', 'extraordinary', 'achievement']",3,0.87834173
234,235,239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,2020-04-12 19:30:00, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,"['seeking', 'serenity', 'in', 'the', 'melody', 'of', 'raindrops', 'a', 'tranquil', 'escape', 'from', 'the', 'noise', 'of', 'everyday', 'life']","['seeking', 'serenity', 'melody', 'raindrops', 'tranquil', 'escape', 'noise', 'everyday', 'life']","['seek', 'serenity', 'melody', 'raindrops', 'tranquil', 'escape', 'noise', 'everyday', 'life']",2,0.9066481
235,236,240," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,2022-05-08 08:45:00, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,"['curiosity', 'driving', 'the', 'exploration', 'of', 'the', 'unknown', 'a', 'seeker', 'of', 'knowledge', 'in', 'uncharted', 'territories']","['curiosity', 'driving', 'exploration', 'unknown', 'seeker', 'knowledge', 'uncharted', 'territories']","['curiosity', 'drive', 'exploration', 'unknown', 'seeker', 'knowledge', 'uncharted', 'territory']",5,0.8383182
236,237,241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,2023-02-22 17:00:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,"['drifting', 'through', 'the', 'day', 'with', 'an', 'air', 'of', 'nonchalance', 'indifferent', 'to', 'the', 'trivialities', 'of', 'life']","['drifting', 'day', 'air', 'nonchalance', 'indifferent', 'trivialities', 'life']","['drift', 'day', 'air', 'nonchalance', 'indifferent', 'triviality', 'life']",4,0.88643354
237,238,242," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,2020-06-05 12:15:00, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,"['lost', 'in', 'the', 'labyrinth', 'of', 'thoughts', 'confusion', 'casting', 'shadows', 'on', 'the', 'quest', 'for', 'clarity']","['lost', 'labyrinth', 'thoughts', 'confusion', 'casting', 'shadows', 'quest', 'clarity']","['lose', 'labyrinth', 'thought', 'confusion', 'cast', 'shadow', 'quest', 'clarity']",4,0.5467171
238,239,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,2021-11-30 15:30:00, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,"['wrapped', 'in', 'the', 'cloak', 'of', 'emotional', 'numbness', 'a', 'shield', 'against', 'the', 'storms', 'of', 'lifes', 'turbulence']","['wrapped', 'cloak', 'emotional', 'numbness', 'shield', 'storms', 'lifes', 'turbulence']","['wrapped', 'cloak', 'emotional', 'numbness', 'shield', 'storm', 'lifes', 'turbulence']",2,0.9236262
239,240,244," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,2019-02-25 21:00:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,"['melancholy', 'as', 'a', 'companion', 'painting', 'the', 'canvas', 'of', 'life', 'with', 'the', 'brushstrokes', 'of', 'wistful', 'yearning']","['melancholy', 'companion', 'painting', 'canvas', 'life', 'brushstrokes', 'wistful', 'yearning']","['melancholy', 'companion', 'paint', 'canvas', 'life', 'brushstrokes', 'wistful', 'yearning']",4,0.91155946
240,241,245," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,2017-05-18 14:45:00, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,"['leafing', 'through', 'the', 'pages', 'of', 'an', 'old', 'photo', 'album', 'nostalgia', 'weaving', 'tales', 'of', 'laughter', 'and', 'tears']","['leafing', 'pages', 'old', 'photo', 'album', 'nostalgia', 'weaving', 'tales', 'laughter', 'tears']","['leaf', 'page', 'old', 'photo', 'album', 'nostalgia', 'weave', 'tale', 'laughter', 'tear']",2,0.950491
241,242,246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,2022-08-05 11:30:00, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,"['ambivalence', 'in', 'the', 'air', 'caught', 'between', 'the', 'crossroads', 'of', 'conflicting', 'emotions', 'and', 'decisions']","['ambivalence', 'air', 'caught', 'crossroads', 'conflicting', 'emotions', 'decisions']","['ambivalence', 'air', 'catch', 'crossroad', 'conflict', 'emotion', 'decision']",1,0.9242235
242,243,247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,2023-06-15 16:20:00, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,"['embracing', 'the', 'beauty', 'in', 'imperfections', 'finding', 'acceptance', 'in', 'the', 'mosaic', 'of', 'lifes', 'unpredictable', 'art']","['embracing', 'beauty', 'imperfections', 'finding', 'acceptance', 'mosaic', 'lifes', 'unpredictable', 'art']","['embrace', 'beauty', 'imperfection', 'find', 'acceptance', 'mosaic', 'life', 'unpredictable', 'art']",3,0.7452534
243,244,248," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,2021-10-10 14:45:00, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,"['determination', 'ablaze', 'forging', 'a', 'path', 'through', 'challenges', 'sculpting', 'dreams', 'into', 'tangible', 'realities']","['determination', 'ablaze', 'forging', 'path', 'challenges', 'sculpting', 'dreams', 'tangible', 'realities']","['determination', 'ablaze', 'forge', 'path', 'challenge', 'sculpt', 'dream', 'tangible', 'reality']",3,0.90521866
244,245,249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,2020-05-12 19:30:00, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25.0,50.0, USA          ,2020,5,12,19,"['immerse', 'in', 'the', 'serenity', 'of', 'a', 'moonlit', 'night', 'where', 'the', 'quiet', 'whispers', 'of', 'nature', 'bring', 'peace', 'to', 'the', 'soul']","['immerse', 'serenity', 'moonlit', 'night', 'quiet', 'whispers', 'nature', 'bring', 'peace', 'soul']","['immerse', 'serenity', 'moonlit', 'night', 'quiet', 'whisper', 'nature', 'bring', 'peace', 'soul']",1,0.9560991
245,246,250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,2022-12-01 09:15:00, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22.0,44.0, India         ,2022,12,1,9,"['fueled', 'by', 'curiosity', 'venturing', 'into', 'uncharted', 'realms', 'a', 'fearless', 'explorer', 'of', 'the', 'mysteries', 'of', 'the', 'world']","['fueled', 'curiosity', 'venturing', 'uncharted', 'realms', 'fearless', 'explorer', 'mysteries', 'world']","['fuel', 'curiosity', 'venture', 'uncharted', 'realm', 'fearless', 'explorer', 'mystery', 'world']",5,0.9262003
246,247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,2021-11-30 15:30:00, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10.0,20.0, Canada ,2021,11,30,15,"['wrapped', 'in', 'the', 'cloak', 'of', 'emotional', 'numbness', 'a', 'shield', 'against', 'the', 'storms', 'of', 'lifes', 'turbulence']","['wrapped', 'cloak', 'emotional', 'numbness', 'shield', 'storms', 'lifes', 'turbulence']","['wrapped', 'cloak', 'emotional', 'numbness', 'shield', 'storm', 'lifes', 'turbulence']",2,0.9236262
247,248,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,2018-07-12 17:45:00, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0, USA ,2018,7,12,17,"['dancing', 'through', 'life', 'with', 'the', 'exuberance', 'of', 'a', 'carefree', 'spirit', 'embracing', 'joy', 'and', 'zest', 'at', 'every', 'turn']","['dancing', 'life', 'exuberance', 'carefree', 'spirit', 'embracing', 'joy', 'zest', 'every', 'turn']","['dance', 'life', 'exuberance', 'carefree', 'spirit', 'embrace', 'joy', 'zest', 'every', 'turn']",3,0.6255219
